mushroom-Data,,dblp-Data,,dna-Data,,paleo-Data
,,,,,,[1] 0.9612666
,,,,,,[1] 0.9640939
,,,,,,[1] 0.9669211
,,,,,,[1] 0.9697484
,,,,,,[1] 0.9725756
,,,,,,[1] 0.9754029
,,,,,,[1] 0.9782301
,,,,,,[1] 0.9810574
,,,,,,[1] 0.9838846
,,,,,,[1] 0.9867119
,,,,,,[1] 0.9895392
,,,,,,[1] 0.9923664
,,,,,,[1] 0.9949109
,,,,,,[1] 0.9974555
,,,,,,[1] 1
